City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Sidi Ali,DZ,36.0998,0.4206,55.06,90,49,10.07,scattered clouds
348,Xuddur,SO,4.1213,43.8894,72.37,81,59,17.18,broken clouds
349,Dahanu,IN,19.9667,72.7333,84.38,28,0,9.69,clear sky
350,Camopi,GF,3.1655,-52.3158,70.21,98,100,2.01,overcast clouds
351,Caravelas,BR,-17.7125,-39.2481,76.17,85,99,5.12,overcast clouds
352,Andenes,NO,69.3143,16.1194,22.98,63,75,20.71,light snow
353,Mao,ES,39.8885,4.2658,59.56,72,0,10.36,clear sky
354,Huntington,US,38.4193,-82.4452,49.32,59,100,4.61,overcast clouds
355,Odienne,CI,9.51,-7.5692,73.2,14,69,1.72,broken clouds
356,Vardo,NO,70.3705,31.1107,12.18,79,100,19.57,overcast clouds
357,Ushtobe,KZ,45.2514,77.9838,43.07,52,6,11.41,clear sky
358,Kedrovyy,RU,56.1667,91.8167,1.81,82,65,3.33,broken clouds
359,Mantua,IT,45.1667,10.7833,51.06,88,50,1.99,scattered clouds
360,Balkanabat,TM,39.5108,54.3671,60.26,69,100,4.09,light rain
361,Daura,NG,11.5538,11.4085,74.32,16,94,8.19,overcast clouds
362,Angoche,MZ,-16.2325,39.9086,75.16,92,94,7.43,light rain
363,Rabo De Peixe,PT,37.8,-25.5833,62.11,94,75,25.32,broken clouds
364,Pangnirtung,CA,66.1451,-65.7125,7.11,81,4,5.19,clear sky
365,Sisimiut,GL,66.9395,-53.6735,5.25,78,2,6.98,clear sky
366,Praia,CV,14.9215,-23.5087,77.54,29,0,11.5,clear sky
367,Sotnikovskoye,RU,45.0039,43.7772,43.18,75,79,3.44,broken clouds
368,Kuytun,RU,54.3419,101.5036,6.85,77,69,14.27,broken clouds
369,Gardner,US,42.5751,-71.9981,33.69,75,0,3.44,clear sky
370,Mali Zvornik,RS,44.3734,19.1065,43.38,82,100,5.23,overcast clouds
371,Veraval,IN,20.9,70.3667,84.65,28,0,11.16,clear sky
372,Tapes,BR,-30.6733,-51.3958,73.58,92,1,4.79,clear sky
373,Korla,CN,41.7597,86.1469,52.92,23,72,19.01,broken clouds
374,Bulri,PK,24.8667,68.3333,83.32,26,98,7.92,overcast clouds
375,Dahod,IN,22.8333,74.2667,81.03,21,0,5.53,clear sky
376,Depalpur,IN,22.85,75.55,77.4,22,0,6.13,clear sky
377,Buritis,BR,-15.6178,-46.4233,70.9,73,98,1.57,overcast clouds
378,Kaabong,UG,3.4836,34.1492,68.31,59,56,10.07,broken clouds
379,Goderich,CA,43.7501,-81.7165,30.9,74,100,11.5,overcast clouds
380,Faya,SA,18.3851,42.4509,55.51,66,86,5.3,overcast clouds
381,Layou,VC,13.2,-61.2667,75.49,76,67,5.01,broken clouds
382,Mtambile,TZ,-5.3833,39.7,80.47,70,97,11.23,overcast clouds
383,Lima,PE,-12.0432,-77.0282,77.9,72,40,11.5,scattered clouds
384,Rocha,UY,-34.4833,-54.3333,63.86,98,72,6.2,broken clouds
385,Eyl,SO,7.9803,49.8164,78.69,72,39,10.76,scattered clouds
386,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.07,98,99,1.86,overcast clouds
387,Kashi,CN,39.4547,75.9797,61.81,23,0,11.18,clear sky
388,Shahr-E Babak,IR,30.1165,55.1186,54.37,42,85,10.8,overcast clouds
389,Senno,RU,59.5336,33.9167,-5.75,100,100,3.06,overcast clouds
390,Rio De Janeiro,BR,-22.9028,-43.2075,80.56,83,0,6.91,clear sky
391,Ostrovnoy,RU,68.0531,39.5131,7.0,95,100,12.88,overcast clouds
392,Chingola,ZM,-12.529,27.8838,60.01,95,97,0.56,overcast clouds
393,Matara,LK,5.9485,80.5353,81.0,71,100,9.51,overcast clouds
394,Nioro,GM,13.35,-15.75,74.66,13,0,6.02,clear sky
395,Bara,NG,10.3744,10.7288,77.22,15,94,6.58,overcast clouds
396,Novovasylivka,UA,46.8315,35.7536,44.28,86,99,8.77,overcast clouds
397,Iranshahr,IR,27.2025,60.6848,68.34,32,0,4.61,clear sky
398,Kavaratti,IN,10.5669,72.642,82.54,65,89,6.93,overcast clouds
399,Hualmay,PE,-11.0964,-77.6139,74.7,77,98,6.24,overcast clouds
400,Moroto,UG,2.5345,34.6666,71.33,54,99,3.56,overcast clouds
401,Biala Podlaska,PL,52.0324,23.1165,28.8,97,100,12.12,snow
402,Rzeszow,PL,50.0413,21.999,41.34,93,89,6.91,overcast clouds
403,Herat,AF,34.5,62.0,68.04,24,77,6.87,broken clouds
404,Sturgeon Bay,US,44.8342,-87.377,34.16,64,100,12.66,light snow
405,Eganville,CA,45.5334,-77.0994,26.58,93,100,6.6,overcast clouds
406,Plerin,FR,48.5425,-2.7798,45.39,92,100,17.0,overcast clouds
407,Tayginka,RU,55.6244,60.5076,36.79,85,100,10.85,overcast clouds
408,Kemijarvi,FI,66.7131,27.4306,10.65,95,100,7.94,overcast clouds
409,Lewisporte,CA,49.2499,-55.0482,28.11,93,100,12.19,light snow
410,Clevelandia,BR,-26.3958,-52.4708,62.19,95,100,3.38,overcast clouds
411,Gari,RU,59.4307,62.3497,33.03,99,100,11.72,light snow
412,Bequimao,BR,-2.4489,-44.7825,73.62,98,100,5.77,light rain
413,Karoi,ZW,-16.8099,29.6925,59.04,63,94,4.65,overcast clouds
414,Bafra,TR,41.5678,35.9069,54.82,66,100,4.5,light rain
415,Hobyo,SO,5.3505,48.5268,79.52,81,79,16.55,broken clouds
416,Lasa,IT,46.6166,10.7002,44.02,95,94,4.79,overcast clouds
417,Chapais,CA,49.7834,-74.8492,15.58,94,100,8.72,overcast clouds
418,Baillif,GP,16.0202,-61.7463,69.3,74,73,6.46,broken clouds
419,Danilovka,RU,50.3557,44.1168,38.89,92,33,10.96,scattered clouds
420,Ayagoz,KZ,47.9714,80.4392,26.4,72,4,5.64,clear sky
421,Sorland,NO,67.667,12.6934,26.46,53,100,19.95,light snow
422,Muzhi,RU,65.3667,64.6667,23.56,90,97,13.49,overcast clouds
423,Bethanien,NA,-26.502,17.1583,62.87,42,0,1.21,clear sky
424,Raga,SS,8.4596,25.678,76.3,20,99,3.78,overcast clouds
425,Carnarvon,AU,-24.8667,113.6333,80.2,51,0,19.82,clear sky
426,Amapa,BR,1.0,-52.0,70.95,99,99,2.08,overcast clouds
427,Shetpe,KZ,44.1667,52.1167,46.6,82,100,1.77,overcast clouds
428,Sur,OM,22.5667,59.5289,75.69,49,89,9.46,overcast clouds
429,Cabedelo,BR,-6.9811,-34.8339,77.67,78,100,11.01,overcast clouds
430,Inhambane,MZ,-23.865,35.3833,76.17,93,12,9.06,few clouds
431,San Cristobal,VE,7.7669,-72.225,66.38,97,100,2.75,overcast clouds
432,Kuryk,KZ,43.2,51.65,47.05,91,100,7.18,overcast clouds
433,Sorrento,IT,40.626,14.3744,58.26,98,100,4.0,overcast clouds
434,Malanje,AO,-9.5402,16.341,62.85,98,98,1.97,light rain
435,Salinopolis,BR,-0.6136,-47.3561,76.64,89,100,6.76,overcast clouds
436,Kyshtovka,RU,56.555,76.6271,22.93,81,100,14.81,overcast clouds
437,Awbari,LY,26.5921,12.7805,63.88,25,0,5.28,clear sky
438,Grahamstown,ZA,-33.3042,26.5328,59.63,97,52,3.78,broken clouds
439,Longuenesse,FR,50.734,2.2352,48.58,89,90,15.28,overcast clouds
440,Bereda,ES,43.2686,-7.5406,52.41,100,100,7.96,overcast clouds
441,Arlit,NE,18.7369,7.3853,79.45,12,68,9.86,broken clouds
442,Madison,US,34.7334,-86.5667,54.86,83,100,8.05,light rain
443,Massape,BR,-3.5228,-40.3428,73.89,96,100,3.4,overcast clouds
444,Wanlaweyn,SO,2.6185,44.8938,77.99,79,99,13.0,overcast clouds
445,Eydhafushi,MV,5.1033,73.0708,81.88,77,20,16.46,few clouds
446,Saint-Francois,FR,46.4154,3.9054,51.24,76,75,13.8,broken clouds
447,Canoinhas,BR,-26.1772,-50.39,61.88,99,100,2.35,overcast clouds
448,Ritchie,ZA,-29.038,24.6028,63.34,27,0,6.44,clear sky
449,Gambo,CF,4.6482,22.2633,69.35,93,100,0.51,light rain
450,Itarema,BR,-2.9248,-39.9167,75.94,92,100,12.71,overcast clouds
451,Terrak,NO,65.087,12.3715,26.47,95,100,7.67,light snow
452,Asilah,MA,35.465,-6.0348,62.56,92,96,3.44,overcast clouds
453,Olot,ES,42.181,2.4901,47.98,85,73,3.65,broken clouds
454,San Rafael Del Sur,NI,11.8485,-86.4384,78.51,64,87,14.14,overcast clouds
455,Kamenka,RU,51.3223,42.7678,38.1,85,36,16.44,scattered clouds
456,Paamiut,GL,61.994,-49.6678,18.68,65,53,11.48,broken clouds
457,Le Vauclin,MQ,14.5452,-60.8388,66.25,82,0,3.44,clear sky
458,Boditi,ET,6.9667,37.8667,58.01,79,92,3.53,overcast clouds
459,Pontes E Lacerda,BR,-15.2261,-59.3353,72.05,97,99,0.85,overcast clouds
460,Bouake,CI,7.6895,-5.0218,75.69,83,13,6.42,few clouds
461,Druzhba,UA,52.0428,33.9453,23.99,96,92,6.51,overcast clouds
462,Shubarkuduk,KZ,49.1447,56.4872,32.22,84,100,11.54,overcast clouds
463,Fonte Boa,BR,-2.4959,-66.2662,73.54,99,99,1.9,overcast clouds
464,Utena,LT,55.5,25.6,17.69,92,93,7.36,overcast clouds
465,Chernyy Yar,RU,48.0624,46.1091,40.78,89,69,10.07,broken clouds
466,Hearst,CA,49.6835,-83.6665,0.86,100,95,3.53,overcast clouds
467,Chicama,PE,-7.8447,-79.1469,73.94,74,100,1.3,overcast clouds
468,Prudy,RU,57.5738,46.2718,19.81,98,100,2.15,overcast clouds
469,Reo,BF,12.3167,-2.4667,78.31,11,3,2.84,clear sky
470,Qaqortoq,GL,60.7167,-46.0333,22.1,70,100,10.09,overcast clouds
471,Turkmenabat,TM,39.0733,63.5786,64.58,42,49,14.16,scattered clouds
472,Nybro,SE,56.7446,15.9071,28.04,95,9,1.61,light snow
473,Mogadishu,SO,2.0371,45.3438,78.94,86,96,13.04,overcast clouds
474,Bahir Dar,ET,11.5936,37.3908,65.07,67,89,2.37,light rain
475,Cayeli,TR,41.0923,40.7292,54.16,60,100,5.26,overcast clouds
476,Abalak,RU,58.1286,68.5944,30.49,94,100,12.28,overcast clouds
477,Horta,PT,38.5333,-28.6333,63.01,95,99,28.99,heavy intensity rain
478,Buraydah,SA,26.326,43.975,58.96,52,51,12.86,broken clouds
479,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,73.38,91,100,3.91,overcast clouds
480,Vredendal,ZA,-31.6683,18.5012,61.27,83,0,0.58,clear sky
481,Lerwick,GB,60.1545,-1.1494,26.6,69,100,6.51,light snow
482,Maceio,BR,-9.6658,-35.7353,74.64,94,40,4.61,scattered clouds
483,Darnah,LY,32.767,22.6367,58.57,55,4,6.67,clear sky
484,Bekhtery,UA,46.251,32.2927,46.42,79,95,7.2,overcast clouds
485,Havelock,US,34.8791,-76.9013,51.93,82,41,3.24,scattered clouds
486,Gazli,UZ,40.1333,63.45,60.73,49,89,10.74,overcast clouds
487,Jumla,NP,29.2747,82.1838,54.91,38,0,4.56,clear sky
488,Kharan,PK,28.5833,65.4167,73.36,25,63,4.14,broken clouds
489,Ilhabela,BR,-23.7781,-45.3581,78.28,77,100,3.24,overcast clouds
490,Lancaster,US,40.2504,-76.2499,36.9,74,0,1.99,clear sky
491,Pisco,PE,-13.7,-76.2167,73.45,88,0,8.05,clear sky
492,Moose Factory,CA,51.2585,-80.6094,-9.09,100,76,2.93,broken clouds
493,Thompson,CA,55.7435,-97.8558,-8.23,100,95,2.86,overcast clouds
494,Parati,BR,-23.2178,-44.7131,75.52,81,100,4.05,overcast clouds
495,Pozo Colorado,PY,-23.4923,-58.7972,73.76,95,36,4.12,scattered clouds
496,Brest,BY,52.1,23.7,28.31,94,100,11.61,light snow
497,Tskneti,GE,41.6939,44.6937,29.7,65,8,4.21,clear sky
498,Bardsir,IR,29.9227,56.5743,54.7,38,100,3.85,overcast clouds
499,Tubuala,PA,9.5167,-79.0333,76.82,78,74,6.44,broken clouds
500,Barra Patuca,HN,15.8,-84.2833,76.68,73,75,6.71,broken clouds
501,Corinto,GR,37.9407,22.9573,52.9,78,29,4.99,scattered clouds
502,Andra,RU,62.5147,65.8878,26.6,89,87,9.04,overcast clouds
503,Nizwa,OM,22.9333,57.5333,71.96,27,55,3.29,broken clouds
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,29.08,73,38,10.69,scattered clouds
505,Raisinghnagar,IN,29.5358,73.4492,80.87,18,1,4.81,clear sky
506,Ndele,CF,8.4109,20.6473,73.36,55,100,2.48,overcast clouds
507,Gobabis,NA,-22.45,18.9667,68.88,29,2,7.31,clear sky
508,Rantoul,US,40.3084,-88.1559,41.02,98,100,0.0,drizzle
509,Ajdabiya,LY,30.7554,20.2263,60.1,50,0,3.8,clear sky
510,Tabuk,PH,17.4189,121.4443,76.73,70,45,7.92,scattered clouds
511,Yelan,RU,50.949,43.7378,38.34,88,13,13.0,few clouds
512,Kilemary,RU,56.7783,46.8659,28.47,98,100,3.58,snow
513,Gusau,NG,12.1628,6.6614,79.77,13,100,10.11,overcast clouds
514,Rawson,AR,-43.3002,-65.1023,65.68,46,9,7.67,clear sky
515,Brodokalmak,RU,55.5748,62.082,32.47,88,100,17.52,overcast clouds
516,Ilesha,NG,7.1371,5.2583,73.29,99,98,1.95,overcast clouds
517,Banyo,CM,6.75,11.8167,67.73,53,100,1.66,overcast clouds
518,Omboue,GA,-1.5746,9.2618,76.28,92,98,5.64,overcast clouds
519,Ribeira Brava,PT,32.65,-17.0667,67.71,82,35,4.68,scattered clouds
520,Jaunpur,IN,25.7333,82.6833,75.22,19,3,3.8,clear sky
521,Boende,CD,-0.2167,20.8667,68.95,97,100,2.28,light rain
522,Krasnobrodskiy,RU,54.1581,86.4486,23.95,90,94,7.87,overcast clouds
523,Loiza,PR,18.4313,-65.8802,77.07,73,40,11.5,scattered clouds
524,Rawah,IQ,34.4816,41.9093,55.22,62,1,8.21,clear sky
525,Moron,AR,-34.6534,-58.6198,80.92,61,90,10.18,overcast clouds
526,Alanya,TR,36.5438,31.9998,50.13,61,6,5.44,clear sky
527,Serebryansk,KZ,49.6925,83.2892,18.03,86,51,5.39,broken clouds
528,George Town,MY,5.4112,100.3354,87.73,58,20,8.05,few clouds
529,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.05,92,100,5.32,light rain
530,Sembe,CG,1.6481,14.5806,70.43,95,100,1.43,overcast clouds
531,Solikamsk,RU,59.6196,56.7729,29.59,98,100,3.09,snow
532,Adeje,ES,28.1227,-16.726,65.01,77,20,11.5,few clouds
533,Riyadh,SA,24.6877,46.7219,64.54,58,100,15.99,overcast clouds
534,Zarautz,ES,43.2844,-2.1699,58.95,81,90,9.17,overcast clouds
535,Benghazi,LY,32.1167,20.0667,61.83,59,0,6.82,clear sky
536,La Palma,US,33.8464,-118.0467,60.49,75,75,6.91,broken clouds
537,Gazalkent,UZ,41.5581,69.7708,60.46,60,96,11.23,overcast clouds
538,Hakkari,TR,37.5833,44.1667,29.98,100,75,2.3,mist
539,Clarksburg,US,39.2807,-80.3445,45.05,55,0,5.75,clear sky
540,Corner Brook,CA,48.9667,-57.9484,32.16,98,58,5.39,broken clouds
541,Colonia,DE,50.9333,6.95,50.97,87,40,8.05,scattered clouds
542,Cururupu,BR,-1.8283,-44.8683,74.17,98,100,3.89,overcast clouds
543,Iralaya,HN,15.0,-83.2333,76.98,73,100,7.61,overcast clouds
544,Butembo,CD,0.15,29.2833,56.89,95,100,2.91,overcast clouds
545,Mastic Beach,US,40.7668,-72.8521,39.97,69,0,8.99,clear sky
546,Ejura,GH,7.3856,-1.3562,76.96,78,100,2.8,overcast clouds
547,Suleja,NG,9.1758,7.1808,80.92,50,87,1.14,overcast clouds
548,Ravar,IR,31.2656,56.8055,66.24,34,100,6.69,overcast clouds
549,Columbia,US,34.0007,-81.0348,59.92,47,75,4.61,broken clouds
550,Kangaatsiaq,GL,68.3065,-53.4641,1.04,100,99,1.39,overcast clouds
551,Villefranche-De-Rouergue,FR,44.3333,2.0,52.03,91,100,16.35,overcast clouds
552,Bugulma,RU,54.55,52.8,33.93,100,100,16.46,overcast clouds
553,Khoy,IR,38.5504,44.9535,38.46,88,4,0.27,clear sky
554,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,76.89,75,37,5.48,scattered clouds
555,Linkoping,SE,58.4109,15.6216,26.98,91,75,5.75,light snow
556,Sabha,LY,27.0377,14.4283,65.34,32,0,9.06,clear sky
557,Markala,ML,13.7021,-6.0659,76.53,10,0,9.46,clear sky
558,Jinka,ET,5.65,36.65,69.48,52,100,3.18,overcast clouds
559,Bonfim,BR,3.0833,-59.95,80.65,69,85,4.85,overcast clouds
560,Astana,KZ,51.1801,71.446,17.55,86,0,11.18,clear sky
561,Santa Lucia,ES,27.9117,-15.5407,58.32,68,20,18.41,few clouds
562,Ashoknagar,IN,24.5667,77.7167,75.22,28,0,4.5,clear sky
563,Muhos,FI,64.808,25.9931,19.18,78,97,10.54,overcast clouds
564,Edd,ER,13.9297,41.6925,78.64,82,100,8.16,light rain
565,Muros,ES,42.7762,-9.0603,59.09,88,84,10.33,broken clouds
566,Marmarion,GR,38.0484,24.3204,60.15,64,3,4.0,clear sky
567,Iquique,CL,-20.2208,-70.1431,71.64,77,91,4.09,overcast clouds
568,Semey,KZ,50.4111,80.2275,23.22,80,0,11.18,clear sky
569,Calbuco,CL,-41.768,-73.1273,58.21,89,99,13.11,overcast clouds
570,La Mana,EC,-0.9333,-79.2167,73.47,94,100,1.97,light rain
571,Tashla,RU,51.7716,52.7427,30.06,94,98,8.68,overcast clouds
572,Vila Velha,BR,-20.3297,-40.2925,76.95,93,40,3.44,scattered clouds
573,Karpathos,GR,35.507,27.2132,57.16,88,14,4.61,few clouds
574,Ferme-Neuve,CA,46.7001,-75.4493,24.3,92,99,5.08,overcast clouds
575,Agirish,RU,61.9247,63.0231,26.35,91,100,10.02,overcast clouds
576,Maldonado,UY,-34.6667,-54.9167,67.39,95,82,6.29,broken clouds
577,Derzhavinsk,KZ,51.1,66.3167,17.37,83,81,7.63,broken clouds
578,San Martin,AR,-33.081,-68.4681,76.33,39,71,26.11,broken clouds
579,Morristown,US,36.214,-83.2949,52.9,68,100,8.05,overcast clouds
580,Luanda,AO,-8.8368,13.2343,77.0,83,75,2.3,broken clouds
581,Priiskovyy,RU,51.9333,116.6333,24.31,67,100,20.42,overcast clouds
582,Petawawa,CA,45.9001,-77.3328,21.11,95,97,4.81,overcast clouds
583,Mpongwe,ZM,-13.5091,28.155,61.11,95,86,1.74,overcast clouds
584,Tefe,BR,-3.3542,-64.7114,74.52,98,100,2.44,overcast clouds
585,Shuya,RU,56.8487,41.3883,13.89,97,100,4.68,overcast clouds
586,Dmytrivka,UA,45.9717,28.9864,49.53,75,78,8.77,broken clouds
587,Yarmouth,US,41.7057,-70.2286,39.96,87,0,7.0,clear sky
588,Farafangana,MG,-22.8167,47.8333,76.19,84,44,4.9,light rain
589,Raudeberg,NO,61.9875,5.1352,23.95,57,6,7.65,clear sky
590,Lucapa,AO,-8.4192,20.7447,64.36,99,100,2.71,light rain
591,Diego De Almagro,CL,-26.3667,-70.05,63.1,70,0,1.68,clear sky
592,Verkhnyaya Inta,RU,65.9811,60.3094,23.74,89,99,18.63,overcast clouds
593,Thinadhoo,MV,0.5333,72.9333,80.73,76,51,7.54,broken clouds
594,Kwakoa,TZ,-3.7667,37.7167,67.69,87,15,2.82,few clouds
595,Jiblah,YE,13.9216,44.1467,58.91,56,40,1.19,scattered clouds
596,Bauchi,NG,10.5,10.0,72.86,16,100,2.48,overcast clouds
597,Coihaique,CL,-45.5752,-72.0662,53.55,62,0,4.61,clear sky
598,Calvinia,ZA,-31.4707,19.776,58.08,55,0,3.44,clear sky
599,Umarizal,BR,-5.9906,-37.8144,76.19,72,96,7.78,overcast clouds
600,Banepa,NP,27.6298,85.5214,64.72,45,20,3.44,few clouds
601,Barhi,IN,23.9,80.8,80.67,23,56,5.68,broken clouds
602,Benguela,AO,-12.5763,13.4055,75.18,85,100,1.88,light rain
603,Caribou,US,46.8606,-68.012,30.63,74,100,8.05,overcast clouds
604,Chadiza,ZM,-14.0678,32.4392,63.81,95,73,0.69,broken clouds
605,West Bend,US,43.4253,-88.1834,32.23,81,100,14.0,heavy snow
606,Cartagena,CO,10.3997,-75.5144,76.62,83,20,6.91,few clouds
607,Nsanje,MW,-16.92,35.262,73.54,92,100,3.11,overcast clouds
608,Porosozero,RU,62.7191,32.727,4.64,95,40,7.76,scattered clouds
609,Doha,QA,25.2867,51.5333,73.38,68,0,8.05,clear sky
610,Shelburne,CA,44.0787,-80.2041,29.75,83,100,11.01,overcast clouds
611,Am Timan,TD,11.0297,20.2827,80.17,14,100,7.09,overcast clouds
612,Abdanan,IR,32.9926,47.4198,52.88,92,40,3.18,scattered clouds
613,Presidente Medici,BR,-11.1753,-61.9014,72.57,95,98,2.82,overcast clouds
614,Black River,JM,18.0264,-77.8487,72.61,77,100,4.5,overcast clouds
615,Calabozo,VE,8.9242,-67.4293,81.54,59,91,5.1,overcast clouds
616,Plast,RU,54.3691,60.8136,30.54,86,99,14.07,overcast clouds
617,Osorno,CL,-40.5667,-73.15,59.31,88,100,3.44,overcast clouds
618,Batticaloa,LK,7.7102,81.6924,81.46,74,100,7.85,overcast clouds
619,Synya,RU,65.3718,58.0387,22.26,91,100,12.88,light snow
620,Verkh-Chebula,RU,56.0308,87.6218,8.69,84,52,6.08,broken clouds
621,Terra Rica,BR,-22.7094,-52.6169,69.94,92,94,4.56,overcast clouds
622,Moundou,TD,8.5667,16.0833,80.94,52,100,4.07,overcast clouds
623,Puerto Gaitan,CO,4.3133,-72.0816,79.29,75,100,6.82,light rain
624,Linhares,BR,-19.3911,-40.0722,71.4,96,95,1.9,overcast clouds
625,Guarapari,BR,-20.6667,-40.4975,75.88,89,95,7.72,overcast clouds
626,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,93,100,26.17,overcast clouds
627,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.38,89,98,4.29,overcast clouds
628,Bhainsdehi,IN,21.6467,77.6325,77.47,19,25,7.09,scattered clouds
629,Jacmel,HT,18.2342,-72.5347,75.04,76,99,5.19,overcast clouds
630,Dhidhdhoo,MV,6.8833,73.1,81.63,75,77,14.81,broken clouds
631,Gornyak,RU,50.9942,81.4661,25.39,73,57,7.02,broken clouds
632,Scarborough,GB,54.2797,-0.4044,33.91,88,100,8.01,snow
633,Dekar,BW,-21.5333,21.9333,69.6,48,7,2.59,clear sky
634,Venado Tuerto,AR,-33.7456,-61.9688,75.78,33,79,6.87,broken clouds
635,Jasper,US,37.2001,-94.3502,44.06,85,100,12.01,overcast clouds
636,Jesenice,SI,46.4306,14.0669,47.34,96,100,2.33,overcast clouds
637,Lenger,KZ,42.183,69.8839,51.24,60,82,6.55,broken clouds
638,Dondo,MZ,-19.6094,34.7431,72.1,98,98,8.93,overcast clouds
639,Koutsouras,GR,35.0339,25.9469,52.11,77,20,10.65,few clouds
640,Oktyabrskoye,RU,43.0645,44.7417,42.78,55,68,3.13,broken clouds
641,Mbinga,TZ,-10.9333,35.0167,61.48,93,100,1.25,light rain
642,Kulhudhuffushi,MV,6.6221,73.07,81.91,74,51,15.17,broken clouds
643,Tonj,SS,7.2737,28.6822,81.63,44,97,3.04,overcast clouds
644,Marktoberdorf,DE,47.7833,10.6167,46.11,77,100,3.44,overcast clouds
645,Meiganga,CM,6.5167,14.3,69.42,77,100,0.56,overcast clouds
646,Fort Wellington,GY,6.4,-57.6,75.94,81,23,9.35,few clouds
647,Deep River,CA,46.1001,-77.4995,18.9,97,89,4.27,overcast clouds
648,South Venice,US,27.0531,-82.4243,71.98,72,0,6.91,clear sky
649,Le Passage,FR,44.2014,0.6028,57.34,72,100,25.32,overcast clouds
650,Thomaston,US,32.8882,-84.3266,49.78,81,100,3.44,overcast clouds
651,Eyrarbakki,IS,63.863,-21.1481,15.21,58,11,20.67,few clouds
652,San Javier,ES,37.8063,-0.8374,63.97,61,0,8.05,clear sky
653,Corn Island,NI,12.1694,-83.0418,79.05,69,40,12.62,scattered clouds
654,Eskisehir,TR,39.7767,30.5206,33.71,100,40,3.44,scattered clouds
655,Nador,MA,35.174,-2.9287,62.85,88,20,11.5,few clouds
656,Ladario,BR,-19.0047,-57.6017,72.52,95,24,2.17,few clouds
657,Puerto Quijarro,BO,-17.7833,-57.7667,74.88,86,61,1.12,broken clouds
658,Gravdal,NO,68.1214,13.5031,25.92,71,100,16.13,light snow
659,Vuktyl,RU,63.8567,57.3094,23.59,92,100,11.68,overcast clouds
660,Havoysund,NO,70.9963,24.6622,12.43,60,100,15.73,light snow
661,Rajauri,IN,33.3833,74.3,69.26,30,14,1.83,few clouds
662,Santa Barbara De Nexe,PT,37.1062,-7.9665,55.53,100,0,5.75,clear sky
663,Fevik,NO,58.3794,8.6766,20.97,55,84,16.37,broken clouds
664,Maragogi,BR,-9.0122,-35.2225,77.67,78,100,4.88,overcast clouds
665,Brigantine,US,39.4101,-74.3646,41.0,77,0,3.44,clear sky
666,Skjervoy,NO,70.0311,20.9714,19.4,47,100,2.17,overcast clouds
667,Silva Jardim,BR,-22.6508,-42.3917,73.08,92,84,3.89,broken clouds
668,Kedgwick,CA,47.6446,-67.3434,10.71,99,78,3.33,broken clouds
669,Port Hawkesbury,CA,45.6169,-61.3485,31.17,89,87,11.99,overcast clouds
670,Dobrinje,BA,44.0497,18.1194,41.74,95,100,3.76,overcast clouds
671,Paris,FR,48.8534,2.3488,50.77,91,100,11.5,overcast clouds
672,Marietta,US,33.9526,-84.5499,52.41,88,100,6.91,mist
673,Morrope,PE,-6.5417,-80.0111,75.99,88,100,1.05,moderate rain
674,Kudahuvadhoo,MV,2.6708,72.8944,81.0,77,65,12.57,broken clouds
675,Puerto Carreno,CO,6.189,-67.4859,79.54,73,100,5.75,overcast clouds
676,Zlutice,CZ,50.0919,13.163,46.11,83,91,15.21,overcast clouds
677,Ponta Delgada,PT,37.7333,-25.6667,63.32,94,75,25.32,broken clouds
678,Tigre,AR,-34.426,-58.5796,81.18,61,84,3.0,broken clouds
679,Magaria,NE,12.9983,8.9099,76.06,14,81,8.43,broken clouds
680,Vols,AT,47.25,11.3333,46.98,80,85,8.99,overcast clouds
681,Chapel Hill,US,35.9132,-79.0558,49.77,73,58,4.12,broken clouds
